Año Informado;Trimestre Informado;Item de Gastos;Unidad Monetaria;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
2024;Abr - Jun;Gastos de Personal;Pesos;0;0;0;18.187.039;30.915.293;26.562.748;0;0;0;0;0;0
2024;Abr - Jun;Adquisición de Bienes o Servicios y Gastos corrientes;Pesos;0;0;0;13.364.448;9.399.867;11.664.909;0;0;0;0;0;0
2024;Abr - Jun;Gastos por Prestamos corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Gastos por Prestamos largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Otros gastos de Administración;Pesos;0;0;0;7.677.117;3.496.738;2.481.057;0;0;0;0;0;0
2024;Abr - Jun;Actividades de Investigación;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Actividades 10% mujer;Pesos;0;0;0;1.650.000;0;0;0;0;0;0;0;0
2024;Abr - Jun;Actividades de Fomento a Participación Femenina;Pesos;0;0;0;608.920;2.109.130;2.109.271;0;0;0;0;0;0
2024;Abr - Jun;Actividades de Fomento a Participación Juvenil;Pesos;0;0;0;2.214.320;1.656.198;1.656.197;0;0;0;0;0;0
2024;Abr - Jun;Creditos corto plazo;Pesos;0;0;0;4.839.876;4.522.549;5.557.754;0;0;0;0;0;0
2024;Abr - Jun;Creditos largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Honorarios Campaña;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Publicidad Electoral;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Gastos Menores Campaña;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Material Grafico Campaña;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Otros gastos Electorales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Transferencias entre cuentas;Pesos;0;0;0;40.000.000;20.086.314;700.000;0;0;0;0;0;0
2024;Abr - Jun;Provisión de finiquito;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Activo fijo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Anticipo Proveedores;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Cheque en Garantía;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Eventos Partidarios;Pesos;0;0;0;464.100;0;0;0;0;0;0;0;0
2024;Abr - Jun;Gastos Notariales;Pesos;0;0;0;0;5.800;0;0;0;0;0;0;0
2024;Abr - Jun;Reintegros;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Campaña Alcaldes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Campaña Concejales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Campaña Consejeros Regionales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2024;Abr - Jun;Campaña Gobernadores Regionales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
