Año Informado;Trimestre Informado;Item de Gastos;Unidad Monetaria;Enero;Febrero;Marzo;Abril;Mayo;Junio;Julio;Agosto;Septiembre;Octubre;Noviembre;Diciembre
2025;Jul - Sep;Gastos de Personal;Pesos;0;0;0;0;0;0;44.633.427;21.011.213;28.752.855;0;0;0
2025;Jul - Sep;Adquisición de Bienes o Servicios y Gastos corrientes;Pesos;0;0;0;0;0;0;45.953.490;11.024.206;22.551.473;0;0;0
2025;Jul - Sep;Gastos por Prestamos corto plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Gastos por Prestamos largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Otros gastos de Administración;Pesos;0;0;0;0;0;0;9.527.218;4.583.270;22.055.237;0;0;0
2025;Jul - Sep;Actividades de Investigación;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Actividades 10% mujer;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Actividades de Fomento a Participación Femenina;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Actividades de Fomento a Participación Juvenil;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Creditos corto plazo;Pesos;0;0;0;0;0;0;0;0;10.000.000;0;0;0
2025;Jul - Sep;Creditos largo plazo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Honorarios Campaña;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Publicidad Electoral;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Gastos Menores Campaña;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Material Grafico Campaña;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Otros gastos Electorales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Transferencias entre cuentas;Pesos;0;0;0;0;0;0;7.000.000;3.850.000;5.830.000;0;0;0
2025;Jul - Sep;Provisión de finiquito;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Activo fijo;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Anticipo Proveedores;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Cheque en Garantía;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Eventos Partidarios;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Gastos Notariales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Reintegros;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Campaña Alcaldes;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Campaña Concejales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Campaña Consejeros Regionales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Campaña Gobernadores Regionales;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Campaña Primarias Presidencial;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Campaña Presidencial;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Campaña Diputados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Gasto Electoral Presidencial;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Gasto Electoral Diputados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Gasto Electoral Senadores;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Aporte Electoral;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Devolución Transferencia Errónea;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Cheque Devuelto;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Aporte Campaña Diputados;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Aporte Campaña Senadores;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
2025;Jul - Sep;Aporte Candidato Diputado;Pesos;0;0;0;0;0;0;0;0;0;0;0;0
